CodigoVenda,CodigoProduto,Descricao,Quantidade,ValorUnitario,ValorTotal
9594,1608,TUBOZAN JOELHO 90 SOLD 25,2.0,1.39,2.78
9594,1522,TUBOZAN JOELHO 90 ESGOTO 50,1.0,5.62,5.62
9594,1583,TUBOZAN LUVA SOLD 25,1.0,1.6,1.6
9595,1981,"PORC 81X81 BROADWAY DARK GREY ACET A (1,98MT)",61.38,74.2600196,4558.08
9597,2539,BELLA DUCHA ULTRA 220/6800 BC LORENZETTI,1.0,86.92,86.92
9598,762,PEDRA BRITA N 1,2.0,250.0,500.0
9599,142,OLEO DESENGRIP LUBRIFIC 300ML STARRETLUB,1.0,17.0,17.0
9600,2037,LIXA FERRO GR180 225X275 WORKER,1.0,3.2,3.2
9600,2035,LIXA FERRO GR100 225X275 WORKER,4.0,3.2,12.8
9601,1373,AMANCO JOELHO 90 SOLD 25MM,1.0,2.0,2.0
9602,630,BUCHA PLAST FIXACAO C/ANEL 06,10.0,0.087,0.87
9602,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,10.0,0.281,2.81
9602,3061,LUVA VAQUETA PETROLEIRA MISTA FIT,1.0,23.58,23.58
9602,745,BUCHA PLAST FIXACAO C/ANEL 08,5.0,0.128,0.64
9603,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,5.25,5.25
9603,1177,AMANCO ADESIVO PLAST BISN PL 17G,1.0,3.25,3.25
9603,1589,TUBOZAN ADAP. SOLD. C/ BOLSA ROSCA 25 X 3/4,1.0,1.35,1.35
9603,1611,TUBOZAN LUVA COR SOLD 25,1.0,20.15,20.15
9603,1563,TUBOZAN LUVA SOLD C/BUCHA LATAO 25 X 3/4,1.0,10.0,10.0
9603,380,DOCOL REG  PRESSAO BASE 3/4,1.0,65.0,65.0
9604,1640,TUBOZAN LUVA ESG 100,4.0,10.45,41.8
9604,1518,TUBOZAN CAP ESGOTO 100,1.0,13.05,13.05
9604,1527,TUBOZAN TE RED ESG 100 X 75,1.0,29.58,29.58
9604,1522,TUBOZAN JOELHO 90 ESGOTO 50,3.0,4.33,12.99
9604,1521,TUBOZAN JOELHO 90 ESGOTO 40,11.0,2.182,24.0
9604,1496,TUBOZAN TUBO ESGOTO 40 SN 6M,3.0,35.813,107.44
9604,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,1.0,91.14,91.14
9606,942,PARAF MAD PHIL CHATA CHIP 6;0X100MM % - CISER,1.0,2.0,2.0
9607,193,BOTA PVC C/FORRO CANO ALTO PRETO/AM 42,1.0,82.0,82.0
9608,3122,REJ SUPERFINO PREM CZ OUTONO 2KG,1.0,43.75,43.75
9608,3120,REJUNTE SUPERFINO PREM CZ PLATINA 2KG,3.0,43.75,131.25
9609,1406,TORN P/JARDIM 1/4V 1148 CS33,1.0,70.04,70.04
9609,1411,TORN P/PIA  BICA MOVEL PAREDE 1/4V 1162 CS33,1.0,124.96,124.96
9610,287,ESPACADOR P/PISO 2.0MM C/100.,2.0,4.375,8.75
9610,1274,DISCO DIAMANTADO LISO 110X20MM - KALA,1.0,24.0,24.0
9611,1044,"PISO 32X62CM 32A09 A (2,00MT)",14.0,61.4286,860.0
9613,3174,AREIA GROSSA,1.0,124.99,124.99
9613,1062,AMANCO ELETRODUTO CORRUGADO 20X50M,15.0,3.0673333,46.01
9615,3174,AREIA GROSSA,2.0,116.025,232.05
9615,722,CIMENTO ITAU 50KG,3.0,47.797,143.39
9615,1971,AMANCO RED EXC ESG SN DN75X50 CB,1.0,30.06,30.06
9615,1885,MULTILIT ADAP SOLD P/CX 50X1X1/2MM,1.0,17.83,17.83
9615,1559,TUBOZAN JOELHO 90 SOLD C/BUCHA LATAO 25 X 1/2,5.0,11.056,55.28
9615,1524,TUBOZAN JOELHO 90 ESGOTO 100,1.0,11.09,11.09
9615,27,REGISTRO ESFERA SOLDAVEL 50MM VIQUA,1.0,23.28,23.28
9615,711,TINTA P/ PISO FCO 18LT CINZA PREMIUM 180,1.0,211.22,211.22
9615,720,MAX COLLOR SELADOR ACRI 16LT PREMIUM,1.0,83.91,83.91
9615,1803,FORTEPLAST TUBO ESGOTO 100MM  6MTS,1.0,84.23,84.23
9615,1571,TUBOZAN TUBO SOLD 50 6M,0.5,87.02,43.51
9615,1401,BAKOF CAIXA DE GORDURA CESTO REMOVIVEL 18 LITROS,1.0,159.98,159.98
9615,1497,TUBOZAN TUBO ESGOTO 50 SN 6M,3.0,66.193,198.58
9615,761,PEDRISCO N 00,1.0,227.58,227.58
9615,123,PROLONGADOR DE ACO 2M,1.0,29.74,29.74
9615,69,ROLO DE PINTURA ANTIGOTA POLIAMIDA 23CM,2.0,28.33,56.66
9615,1191,AMANCO CX SIF AL P GR QD DN100X100XDN50,1.0,61.48,61.48
9615,88,GARFO DE PINTURA GAIOLA S/ROSCA ACO 23CM,1.0,16.04,16.04
9615,3132,ASSENTO SANITARIO SOFT PR1 ASTRA,2.0,52.045,104.09
9616,69,ROLO DE PINTURA ANTIGOTA POLIAMIDA 23CM,1.0,31.0,31.0
9617,934,PARAF MAD PHIL CHATA CHIP 4;0X30MM % - CISER,12.0,0.127,1.52
9617,630,BUCHA PLAST FIXACAO C/ANEL 06,12.0,0.0475,0.57
9617,3163,ADESIVO PU 40 USO AUTOM./GERAL CINZA 280ML UNIPEGA,1.0,15.91,15.91
9618,180,ALICATE CORTE DIAGONAL 6 PROFIELD,1.0,40.0,40.0
9619,1623,TUBOZAN TE SOLD 25,1.0,2.76,2.76
9619,1608,TUBOZAN JOELHO 90 SOLD 25,1.0,1.25,1.25
9619,1177,AMANCO ADESIVO PLAST BISN PL 17G,1.0,3.43,3.43
9619,3087,LIXA EM FOLHA D'AGUA GRAO 180,1.0,2.56,2.56
9620,2656,ASTRA TUBO P/VALVULA DESCARGA C/VIROLA,1.0,18.01,18.01
9620,94,TRENA PROFISSIONAL 5M AMARELA ATLAS,1.0,53.11,53.11
9620,923,LAPIS CARPINTEIRO AZUL IRWIN,1.0,2.88,2.88
9621,2747,BELGO PREGO 19X36,1.0,16.0,16.0
9622,211,BROCA DE WIDEA P/CONCRETO 6MM 15/64,1.0,6.0,6.0
9623,1958,CARRINHO DE MAO 45L MET. AZUL,1.0,250.0,250.0
9623,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,4.0,19.5,78.0
9623,722,CIMENTO ITAU 50KG,2.0,53.5,107.0
9624,2509,"REGISTRO MAQ LAVAR ESFERA 1/2"" X 3/4"" THOMPSON",1.0,28.0,28.0
9625,1568,TUBOZAN TUBO SOLD 25 6M,2.0,26.395,52.79
9625,2660,ASTRA VALVULA P/LAVATORIO BR S/LADR,1.0,6.72,6.72
9625,1659,AMANCO SIFAO EXTENSIVEL BR UNIV,1.0,13.2,13.2
9625,2645,"ASTRA ENGATE BR 60CM 1/2""",1.0,12.45,12.45
9625,17,CIVITT TORN ABS LAVAT BRANCA CRUZ,1.0,27.39,27.39
9625,3191,BROCA DE WIDEA P/CONCRETO 10MM,1.0,12.45,12.45
9626,720,MAX COLLOR SELADOR ACRI 16LT PREMIUM,1.0,94.0,94.0
9627,631,BUCHA PLAST FIXACAO C/ANEL 10,6.0,0.25,1.5
9628,2493,DISCO DE CORTE 4 1/2 INOX THOMPSON,2.0,4.5,9.0
9629,201,BROCA ACO RAPIDO 06.00MMX9.3CM,1.0,12.01,12.01
9629,1797,237 COTURNO ADVENT THOR CAFE 40,1.0,175.0,175.0
9630,452,CORALAR ACRILICO 18L BRANCO GELO,1.0,198.92,198.92
9630,711,TINTA P/ PISO FCO 18LT CINZA PREMIUM 180,1.0,168.74,168.74
9630,1820,ROLO DE PINTURA BRASILEIRINHO POLIAMID 23CM,1.0,18.19,18.19
9630,1970,AMANCO JOELHO 90 BOLSA CTA ESG SN DN40 CB,2.0,2.08,4.16
9630,74,GARFO C/BUCHA P/ROLO DE PINTURA 23CM,1.0,9.99,9.99
9632,3066,PARAF SEXTAVADO RS 5/16X70 ZB,2.0,3.0,6.0
9633,73,ROLO DE PINTURA DE LA NATURAL 9CM,1.0,12.0,12.0
9634,1473,LONA PRETA 8X100,32.0,1.5938,51.0
9634,2156,CORDA CARRETEL BRANCA 03MM 400M VAP,10.0,1.06,10.6
9635,3078,LIXA EM FOLHA MASSA GRAO 100,10.0,1.14,11.4
9635,2766,LIXA MASSA MADEIRA 3M GRAO 220,10.0,1.0,10.0
9636,2048,CADEIRA PRAIA ALTA  ALUMINIO,2.0,55.0,110.0
9637,732,ROLO DE PINTURA ANTIGOTA POLIAMIDA 15CM,1.0,23.0,23.0
9638,377,PROTETOR AUDITIVO COPOLIMERO,2.0,3.0,6.0
9639,498,TRENA DE ACO EMBOR 19MM 5M THOMPSON,1.0,19.0,19.0
9640,2539,BELLA DUCHA ULTRA 220/6800 BC LORENZETTI,1.0,92.0,92.0
9641,1796,237 COTURNO ADVENT THOR CAFE 39,1.0,140.0,140.0
9642,2493,DISCO DE CORTE 4 1/2 INOX THOMPSON,2.0,4.5,9.0
9643,2506,MARTELO POLIDO THOMPSON 29MM,1.0,56.0,56.0
9644,2433,ROMAZI PINO 3 SAIDAS 2P+T 10A CZ 6208,1.0,14.6,14.6
9645,3231,DEWALT PONTAS PHILLIP S,5.0,2.97,14.85
9646,178,ADESIVO DE SILICONE 280G ACET BRANCO SILOC,1.0,36.5,36.5
9646,2949,"APLICADOR DE SILICONE PROF. 9"" REFORC. CORTAG",1.0,49.5,49.5
9647,1584,TUBOZAN LUVA SOLD 32,2.0,5.2,10.4
9648,1232,BROCA ACO RAPIDO MM 6;00MM - WORKER,1.0,14.0,14.0
9649,1518,TUBOZAN CAP ESGOTO 100,1.0,14.36,14.36
9649,1640,TUBOZAN LUVA ESG 100,1.0,11.5,11.5
9649,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,10.14,10.14
9650,1640,TUBOZAN LUVA ESG 100,1.0,12.0,12.0
9651,363,NIPLE ROSC 1/2,1.0,1.3,1.3
9651,2649,ASTRA SIFAO DUPLO SANF UNIVERSAL,1.0,32.7,32.7
9652,343,LONA PRETA 4X110M 20KG,4.0,1.4,5.6
9653,2237,NUMERO 3 PRATA ESCOVADO,1.0,17.7,17.7
9653,2241,NUMERO 7 PRATA ESCOVADO,1.0,17.7,17.7
9653,2243,NUMERO 9 PRATA ESCOVADO,1.0,17.7,17.7
9653,2235,NUMERO 1 PRATA ESCOVADO,1.0,17.7,17.7
9654,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",5.0,131.43,657.15
9654,508,DISCO DIAMANTADO 110MM PORCELANAT MELFI,2.0,28.05,56.1
9655,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,4.0,38.75,155.0
9656,2505,MARTELO POLIDO THOMPSON 27MM,1.0,49.0,49.0
9657,1196,AMANCO FITA ISOLANTE CX MASTER 19MMX10M,1.0,10.5,10.5
9657,2991,CHUV. ELETR ENERDUCHA UP4 220V/6800W BR,1.0,68.5,68.5
9658,2038,LIXA FERRO GR220 225X275 WORKER,2.0,3.25,6.5
9659,765,CHAPEU PEPPI 2,1.0,46.0,46.0
9661,2715,ARG PORC E CERAMICAS INT 20KG PL QUARTZOLIT,50.0,41.3908,2069.54
9661,1980,"PORC 80X80 CALACATA ORO POLIDO A (1,93MT)",121.59,90.4569,10998.65
9661,3120,REJUNTE SUPERFINO PREM CZ PLATINA 2KG,10.0,42.54,425.4
9661,911,NIVELADOR 1;5MM - CORTAG (500 PCS),1.0,127.77,127.77
9661,1982,"PORC 81X81 MOCCA OFF WHITE ACET A (1,98MT)",11.88,73.1178451,868.64
9662,1087,"TIJOLO 6 FUROS 9 X 13 X 18,5 CM",35.0,0.9154,32.04
9662,1499,TUBOZAN TUBO ESGOTO 100 SN 6M,1.0,95.96,95.96
9663,2459,"TRELICA TG8L 6/4,2/4,2MM 6M",20.0,57.9,1158.0
9664,3153,ENXADA LARGA 2.0 C/CABO 1.30M TRAMONTINA,1.0,88.97,88.97
9664,2190,ENXADA SUL 1.5L C/CABO 150CM VAP/MAX,1.0,54.03,54.03
9665,2318,LIMA ENXADA FACAO - K&F,1.0,19.0,19.0
9666,535,DISJUNTOR DIN BR BIPOLAR C 40A SOPRANO,1.0,40.0,40.0
9667,1234,BROCA ACO RAPIDO MM 8;00MM - WORKER,1.0,30.0,30.0
9668,2643,"ASTRA ENGATE BR 40CM 1/2""",1.0,10.0,10.0
9669,510,BOTINA COURO SOL PU MONO EL S/BIQ N39,1.0,70.0,70.0
9670,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,20.0,0.2875,5.75
9670,630,BUCHA PLAST FIXACAO C/ANEL 06,20.0,0.089,1.78
9670,2320,PARAF DRYWALL PA 4;2MMX13MM (PT 100UN) - WORKER,2.0,15.235,30.47
9671,2578,"SPARLACK VERNIZ CETOL ACETINADO 3,6L NATURAL",1.0,250.0,250.0
9671,73,ROLO DE PINTURA DE LA NATURAL 9CM,1.0,12.0,12.0
9671,82,TRINCHA P/PINTURA 395 2 1/2,1.0,13.0,13.0
9671,469,AGUA RAZ 900ML NATRIELLI,1.0,25.0,25.0
9672,146,SILICONE USO GERAL TRANSP 50G UNIPEGA,2.0,9.39,18.78
9673,3201,LUVA PU PRETA TAM EG TATIL VOLK,1.0,6.0,6.0
9674,3201,LUVA PU PRETA TAM EG TATIL VOLK,1.0,5.76,5.76
9674,2432,ROMAZI PLUGUE MACHO 2P+T 10A 180° PT 6025,1.0,8.94,8.94
9674,2430,ROMAZI PLUGUE FEMEA 2P+T 10A PT 6023,1.0,8.56,8.56
9675,2806,TUBOZAN BUCHA RED SOLD CURTA 50 X 40,1.0,7.68,7.68
9675,1522,TUBOZAN JOELHO 90 ESGOTO 50,1.0,4.32,4.32
9676,722,CIMENTO ITAU 50KG,5.0,52.9,264.5
9676,635,CAL HIDRATADA CH III 20 KG,3.0,24.13,72.39
9676,1803,FORTEPLAST TUBO ESGOTO 100MM  6MTS,6.0,89.0,534.0
9677,1491,TUBOZAN ADESIVO PLAST P/TUBOS PVC 175,1.0,20.27,20.27
9677,1512,TUBOZAN TE ESG 50,1.0,11.54,11.54
9677,1532,TUBOZAN RED EXC ESG 100 X 50,1.0,13.04,13.04
9677,378,KRONA RED EXC ESG 100X50MM,1.0,9.74,9.74
9677,45,ELETRODUTO CORR PRETO 25MM 50M GERPLAST,50.0,2.1082,105.41
9678,722,CIMENTO ITAU 50KG,7.0,52.8571429,370.0
9679,2824,TUBOZAN JOELHO 45 ESGOTO 50,1.0,7.07,7.07
9679,1152,AMANCO ANEL ORING ESG SBR 50,1.0,1.93,1.93
9680,719,MAX COLLOR TEXTURA BCA 20KG,8.0,89.2,713.6
9680,59,FITA CREPE USO GERAL 48MM X 50M ADERE,2.0,18.254,36.51
9680,2207,MASSA TAPA FURO 90G,5.0,16.978,84.89
9682,745,BUCHA PLAST FIXACAO C/ANEL 08,20.0,0.13,2.6
9682,940,PARAF MAD PHIL CHATA CHIP 5;0X60MM % - CISER,20.0,0.5795,11.59
9682,2909,FITA ISOLANTE PRETA 5M - FOXLUX,1.0,3.81,3.81
9683,1132,AMANCO LUVA SOLD 25MM CB,5.0,1.9012,9.51
9683,1092,AMANCO TE SOLD 25MM CB,3.0,2.497,7.49
9684,1993,PORCELANATO 81X81 BROADWAY GREY ACETINADO A,29.7,72.0687,2140.44
9684,1981,"PORC 81X81 BROADWAY DARK GREY ACET A (1,98MT)",136.62,68.2161,9319.68
9684,2000,PORCELANATO 81X81 BROADWAY DARK GREY GRANILHADO A,51.48,76.0286,3913.95
9684,2002,PORCELANATO 80X80 VEJA GREY POLIDO A,37.62,87.6606,3297.79
9684,2001,PORCELANATO 80X80 BROADWAY DARK GREY POLIDO A,51.48,87.6605,4512.76
9684,2715,ARG PORC E CERAMICAS INT 20KG PL QUARTZOLIT,100.0,38.6165,3861.65
9684,3120,REJUNTE SUPERFINO PREM CZ PLATINA 2KG,15.0,39.6887,595.33
9684,911,NIVELADOR 1;5MM - CORTAG (500 PCS),2.0,119.2,238.4
9685,734,ROLO DE TEXTURA RUSTICA 5CM,1.0,18.0,18.0
9686,1422,TORN P/MAQ 1/4V 1428 CS33,1.0,160.0,160.0
9688,2578,"SPARLACK VERNIZ CETOL ACETINADO 3,6L NATURAL",1.0,250.0,250.0
9689,1857,PORTA LAMINADA 85 ESQ,1.0,386.17,386.17
9689,2764,ESPUMA EXPANSIVA 500ML 340GR MUNDIAL PRIME,1.0,36.23,36.23
9691,2300,TELHA ECONOFLEX 3.05 X 1.10 6MM,10.0,96.0,960.0
9692,3204,LUVA LATEX FLOCADA TAM G AMARELA SLIM VOLK,1.0,8.0,8.0
9693,2747,BELGO PREGO 19X36,3.0,25.68,77.04
9694,1616,TUBOZAN REGISTRO ESFERA SOLD 25,1.0,11.07,11.07
9694,1132,AMANCO LUVA SOLD 25MM CB,2.0,1.91,3.82
9694,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,10.11,10.11
9695,1318,OCULOS POLICARBONATO INC WORKER,1.0,15.0,15.0
9696,937,PARAF MAD PHIL CHATA CHIP 4;5X50MM % - CISER,5.0,0.424,2.12
9696,940,PARAF MAD PHIL CHATA CHIP 5;0X60MM % - CISER,10.0,0.572,5.72
9696,214,BUCHA PLAST C/ANEL 08,30.0,0.1283,3.85
9696,1913,ABRAC TIPO U 1.1/2,4.0,3.0775,12.31
9697,1960,KRONA TORN JARDIM PLAST 1/2 3/4 PRETA,1.0,5.02,5.02
9697,1238,BROCA CONCRETO (MM) 6;00MM - WORKER,1.0,4.8,4.8
9697,1235,BROCA CONCRETO (MM) 10;00MM - WORKER,1.0,9.17,9.17
9697,1239,BROCA CONCRETO (MM) 8;00MM - WORKER,1.0,6.48,6.48
9697,630,BUCHA PLAST FIXACAO C/ANEL 06,4.0,0.09,0.36
9697,935,PARAF MAD PHIL CHATA CHIP 4;0X40MM % - CISER,4.0,0.292,1.17
9698,722,CIMENTO ITAU 50KG,2.0,52.335,104.67
9698,763,AREIA MEDIA,1.0,127.06,127.06
9698,635,CAL HIDRATADA CH III 20 KG,1.0,23.58,23.58
9698,643,ARGAMASSA USICAL - FLEXIVEL INT E EXT - AC III 20K,2.0,49.775,99.55
9698,986,ADESIVO PU40 400GR CINZA WORKER,1.0,33.14,33.14
9699,722,CIMENTO ITAU 50KG,12.0,53.55,642.6
9699,635,CAL HIDRATADA CH III 20 KG,6.0,24.13,144.78
9699,805,PREGO C/CABECA 17X27 PREGOFIX,4.0,24.9,99.6
9700,1402,BAKOF CAIXA DE GORDURA CESTO REMOVIVEL 25 LITROS,2.0,187.085,374.17
9700,3001,CAIXA DE INSPECAO 100MM BAKOF,2.0,177.293,354.59
9700,1640,TUBOZAN LUVA ESG 100,5.0,10.602,53.01
9702,1718,MULTILIT CANTO INT. BCO GELO,4.0,3.5,14.0
9703,2433,ROMAZI PINO 3 SAIDAS 2P+T 10A CZ 6208,1.0,14.63,14.63
9703,2370,ROMAZI PLUGUE MACHO 2P 10A 180° PT 6024,1.0,7.37,7.37
9704,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,1.0,40.0,40.0
9705,2657,"ASTRA VALVULA AMERIC 3.1/2"" PUX INOX",1.0,45.85,45.85
9705,3225,PIA DE COZINHA INOX ESCOR. 1.20 X 0.53M S/VALV. GHELPLUS,1.0,278.2,278.2
9705,1073,AVANT LAMPADA BULBO 20W BIV,2.0,15.89,31.78
9705,2401,ROMAZI 2 TOM MDL 20A PL 4X2 BR 1625 CANOA,3.0,13.003,39.01
9705,2422,ROMAZI PLACA CEGA 4X2 C/SUPORTE 4612 CANOA,1.0,5.16,5.16
9706,69,ROLO DE PINTURA ANTIGOTA POLIAMIDA 23CM,1.0,29.73,29.73
9706,88,GARFO DE PINTURA GAIOLA S/ROSCA ACO 23CM,1.0,17.27,17.27
9707,630,BUCHA PLAST FIXACAO C/ANEL 06,20.0,0.09,1.8
9707,211,BROCA DE WIDEA P/CONCRETO 6MM 15/64,1.0,6.75,6.75
9707,1196,AMANCO FITA ISOLANTE CX MASTER 19MMX10M,1.0,10.45,10.45
9708,2623,BALDE 12LT ASTRA,1.0,12.0,12.0
9709,1588,TUBOZAN ADAP. SOLD. C/BOLSA ROSCA 20 X 1/2,1.0,1.41,1.41
9709,1621,TUBOZAN LUVA SOLD C/ROSCA 20 X 1/2,1.0,2.59,2.59
9710,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,6.0,6.0
9712,2353,CAIXA PLÁSTICA 4X2 AM ROMAZI,2.0,2.285,4.57
9712,2405,ROMOZI 1 INT MDL 10A SP+TOM 10A PL 4X2 BR 2615 CANOA,4.0,16.034,64.14
9712,2400,ROMAZI 2 TOM MDL 10A PL 4X2 BR 1615 CANOA,1.0,16.29,16.29
9713,1749,203 COTURNO ADVENT ZEUS COBRE 40,1.0,170.0,170.0
9716,2399,ROMAZI 1 TOM MDL 20A PL 4X2 BR 1623 CANOA,1.0,13.42,13.42
9716,2386,ROMAZI 2 TOM 20A SOBREP BR 1425 JERI,1.0,23.1,23.1
9716,2401,ROMAZI 2 TOM MDL 20A PL 4X2 BR 1625 CANOA,1.0,16.54,16.54
9716,3236,ROMAZI PLUGUE FÊMEA 2P+T 20A CZ,1.0,7.77,7.77
9716,725,"FIO PARALELO 2 X 2,5MM",6.0,6.0283333,36.17
9718,37,DESEMPENADEIRA ACO 37X12CM LISA CB/PLAST VAP,1.0,56.0,56.0
9719,2746,BELGO PREGO 17X27,2.0,26.5,53.0
9720,912,NIVELADOR 1;5MM 50PCS - CORTAG,3.0,21.72,65.16
9721,2882,BLOCO ESPUMA 230 X 130 X 80 MM CORTAG,1.0,8.42,8.42
9721,641,ARGAMASSA USICAL - PORCELANATO INTERNO 20KG,10.0,47.13,471.3
9722,722,CIMENTO ITAU 50KG,3.0,56.1,168.3
9722,641,ARGAMASSA USICAL - PORCELANATO INTERNO 20KG,4.0,47.135,188.54
9723,2506,MARTELO POLIDO THOMPSON 29MM,1.0,55.0,55.0
9724,1496,TUBOZAN TUBO ESGOTO 40 SN 6M,0.5,40.0,20.0
9724,1521,TUBOZAN JOELHO 90 ESGOTO 40,3.0,2.667,8.0
9727,1979,TELA POP LEVE 2X3M FERRO 3.4 (20X20),22.0,63.0312,1386.69
9727,152,"FERRO 8MM 4,7KG 12MT",30.0,45.4437,1363.31
9728,630,BUCHA PLAST FIXACAO C/ANEL 06,10.0,0.1,1.0
9729,463,"CORALAR ESM SINT BR 3,6L BRANCO",1.0,105.0,105.0
9730,3183,LUVA MALHA 3 FIOS PIGMENTADA PRETA COTTON,2.0,6.0,12.0
9731,549,VALV AMER ACO INOX 3.1/2 VAP,1.0,23.0,23.0
9731,533,"GRELHA QUAD CROMADA 9,4X9,4CM GR14 ASTRA",1.0,17.5,17.5
9731,802,PREGO C/CABECA 12X12,1.0,30.5,30.5
9732,2651,ASTRA SIFAO SANF UNIVERSAL COMPACTO,1.0,9.5,9.5
9732,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,5.5,5.5
9733,2207,MASSA TAPA FURO 90G,1.0,17.0,17.0
9733,70,ROLO DE PINTURA ANTIGOTA POLIAMIDA 9CM,1.0,15.0,15.0
9734,722,CIMENTO ITAU 50KG,3.0,53.0,159.0
9735,763,AREIA MEDIA,5.0,114.162,570.81
9735,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,1000.0,0.90452,904.52
9735,761,PEDRISCO N 00,5.0,223.934,1119.67
9736,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,5.0,5.0
9739,2747,BELGO PREGO 19X36,3.0,25.307,75.92
9739,2666,PREGO C/CABECA 17X27 GERDAU,2.0,26.585,53.17
9739,2746,BELGO PREGO 17X27,1.0,26.91,26.91
9740,639,ARGAMASSA USICAL - EXTERNO - AC II 20KG,2.0,40.0,80.0
9742,2148,CORANTE 50ML PRETO XADREZ,1.0,8.0,8.0
9743,59,FITA CREPE USO GERAL 48MM X 50M ADERE,1.0,19.0,19.0
9744,3201,LUVA PU PRETA TAM EG TATIL VOLK,2.0,5.355,10.71
9744,2399,ROMAZI 1 TOM MDL 20A PL 4X2 BR 1623 CANOA,2.0,12.645,25.29
9745,745,BUCHA PLAST FIXACAO C/ANEL 08,20.0,0.13,2.6
9745,939,PARAF MAD PHIL CHATA CHIP 5;0X50MM % - CISER,20.0,0.56,11.2
9746,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",1.0,109.9,109.9
9746,3202,LAMINA DE SERRA CIRCULAR WIDIA 4.3/8POL 24D MELFI,1.0,16.1,16.1
9747,2038,LIXA FERRO GR220 225X275 WORKER,1.0,3.19,3.19
9747,1293,LIXA D AGUA GR220 225X275 WORKER,1.0,2.01,2.01
9748,6,AVANT LUM PLAFON LED SOBREP QUADRADO 24W,1.0,65.74,65.74
9748,1085,PAINEL LED EMBUT QUADRADO 18W BIV 1260,3.0,33.42,100.26
9749,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,5.2,5.2
9751,3204,LUVA LATEX FLOCADA TAM G AMARELA SLIM VOLK,2.0,8.5,17.0
9752,1993,PORCELANATO 81X81 BROADWAY GREY ACETINADO A,1.98,80.41,159.21
9752,2650,ASTRA SIFAO SANF UNIVERSAL CROMADO,1.0,29.46,29.46
9752,2663,"ASTRA VALVULA TANQUE/LAV. 1 1/4"" CR",1.0,21.13,21.13
9752,2662,"ASTRA VALVULA TANQUE /LAV. 1 1/4"" BR",2.0,9.075,18.15
9752,500,SIFAO SANF UNIV DUPLO BRANCO KRONA,1.0,18.05,18.05
9752,795,KRONA LUVA AZUL BUCHA LATAO 25MMX3/4,1.0,12.15,12.15
9753,2968,CHUMBADOR 3/8 X 3POL ANCORA,2.0,4.1,8.2
9754,2764,ESPUMA EXPANSIVA 500ML 340GR MUNDIAL PRIME,1.0,33.5,33.5
9755,1289,JOGO SERRA COPO 6PCS - KALA,1.0,56.0,56.0
9756,2585,BROXA P/PINTURA SUPER 18X8CM,1.0,17.0,17.0
9757,2890,DESEMPENADEIRA PLAST 14X27CM ESTRIADA CORTAG,1.0,16.0,16.0
9758,2764,ESPUMA EXPANSIVA 500ML 340GR MUNDIAL PRIME,1.0,35.0,35.0
9760,1788,536 BOTINA MOUNTAIN TRILHA CHOCOLATE 39,1.0,130.0,130.0
9761,1213,ARAME GALV LISO 18,1.0,44.0,44.0
9762,808,PREGO TELHEIRO 18X30 (500G),4.0,19.0,76.0
9763,3201,LUVA PU PRETA TAM EG TATIL VOLK,1.0,6.0,6.0
9765,722,CIMENTO ITAU 50KG,1.0,52.83,52.83
9765,2896,"TRENA ACO 5,0M X 19 MM CORTAG",1.0,37.88,37.88
9765,363,NIPLE ROSC 1/2,1.0,1.29,1.29
9766,2363,ROMAZI PLAFON P/LAMP ELET 100W PT 7004,1.0,8.0,8.0
9767,777,"FIO BOBINA 2,5 VERMELHA",6.0,2.3333333,14.0
9768,912,NIVELADOR 1;5MM 50PCS - CORTAG,1.0,21.0,21.0
9769,1568,TUBOZAN TUBO SOLD 25 6M,1.0,20.0,20.0
9770,3191,BROCA DE WIDEA P/CONCRETO 10MM,2.0,12.5,25.0
9771,764,AREIA FINA,12.0,125.0,1500.0
9771,722,CIMENTO ITAU 50KG,20.0,53.0,1060.0
9772,722,CIMENTO ITAU 50KG,10.0,52.9,529.0
9772,763,AREIA MEDIA,3.0,125.0,375.0
9772,813,GESCALITE 1L,1.0,15.0,15.0
9774,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,10.79,10.79
9774,1608,TUBOZAN JOELHO 90 SOLD 25,2.0,1.16,2.32
9774,1559,TUBOZAN JOELHO 90 SOLD C/BUCHA LATAO 25 X 1/2,1.0,11.85,11.85
9774,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,4.0,19.078,76.31
