CodigoVenda,CodigoProduto,Descricao,Quantidade,ValorUnitario,ValorTotal
1351,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",2.0,117.9,235.8
1351,764,AREIA FINA,2.0,98.9,197.8
1351,635,CAL HIDRATADA CH III 20 KG,4.0,19.9,79.6
1351,722,CIMENTO ITAU 50KG,8.0,48.9,391.2
1351,761,PEDRISCO N 00,1.0,152.0,152.0
1351,1087,"TIJOLO 6 FUROS 9 X 13 X 18,5 CM",650.0,0.98,637.0
1352,975,TOMADA SOBREP 10A BR ILUMI BOX - ILUMI,1.0,12.62,12.62
1352,10,EXTENSAO ILUMI 3 PINOS 5M 10A PT 171002,1.0,51.6,51.6
1352,961,PLUGUE T 3 SAIDAS 3P 10A BR - DANEVA,2.0,16.55,33.1
1352,295,FACAO P/MATO 14 CABO PLASTICO,1.0,27.68,27.68
1353,1329,SERRA CIRCULAR 110MMX20MM 72 DENTES - KALA,1.0,12.4,12.4
1354,312,KRONA JOELHO ESG 90X100MM,1.0,14.34,14.34
1354,396,TE ESG 100X100MM,1.0,33.39,33.39
1354,1094,AMANCO LUVA SIMP ESG SN DN100 CB,1.0,10.27,10.27
1358,1287,FILTRO LINHA 5T 3X0;75MM 1;00M PR - LIEGE*,1.0,42.0,42.0
1359,470,"QUEROSENE 0,9LT NATRIELLI",1.0,16.5,16.5
1361,587,CONJ 1 INT SIMPLES + 1 TOMADA 10A LIZ,5.0,18.932,94.66
1361,617,CONJ 2 TOMADA 10A LIZ,7.0,20.0,140.0
1362,871,"MAXNORTH TINTA ECO BRANCO GELO 3,6 LT GL",1.0,38.0,38.0
1363,1035,"TELHA ONDULADA FS 2,44 X 0,50 X 4MM",4.0,21.717,86.87
1364,1074,AVANT LAMPADA BULBO 30W BIV,7.0,29.49,206.43
1365,805,PREGO C/CABECA 17X27,1.0,26.0,26.0
1365,62,PREGO C/CABECA 19 X 36,1.0,26.0,26.0
1366,83,TRINCHA PARA PINTURA 395 3,1.0,13.97,13.97
1366,128,ESPATULA ACO CROMADO 10CM,1.0,20.03,20.03
1367,1189,AMANCO CAIXA  LUZ 4X2,3.0,3.123,9.37
1367,36,VAP DESEMPEN ACO 37X12CM DENT CB PLAST,1.0,54.0,54.0
1368,1132,AMANCO LUVA SOLD 25MM CB,2.0,2.2,4.4
1369,300,FITA VEDA ROSCA 18MMX10M,1.0,1.9,1.9
1369,1960,KRONA TORN JARDIM PLAST 1/2 3/4 PRETA,1.0,4.38,4.38
1370,2062,REFLETOR LED SLIM200 BIV15000,1.0,205.0,205.0
1371,45,ELETRODUTO CORR PRETO 25MM 50M GERPLAST,10.0,2.069,20.69
1371,315,KRONA JOELHO SOLD 45X25MM,2.0,3.455,6.91
1372,718,MAX COLLOR MASSA ACRILICA 20KG,1.0,75.9,75.9
1373,603,SPRAY USE 400ML VERNIZ,1.0,19.4,19.4
1374,1960,KRONA TORN JARDIM PLAST 1/2 3/4 PRETA,1.0,3.83,3.83
1374,813,GESCALITE 1L,1.0,12.84,12.84
1374,1150,AMANCO CONECT TORN 1/2 E 3/4 LJ,1.0,8.52,8.52
1374,1934,FOSSIL 2L,1.0,38.0,38.0
1374,1403,TRELICA LEVE 6M (5.0MM X 3.4MM X 3.4MM),3.0,45.6033333,136.81
1375,1030,PERFIL U PVC BRANCO 06MT,10.0,32.9,329.0
1378,481,KRONA VALV LAVAT/PIA LONGA  7/8  PL S/LAD,1.0,6.0,6.0
1378,1659,AMANCO SIFAO EXTENSIVEL BR UNIV,1.0,13.47,13.47
1378,145,SILICONE ACETICO TRANSP 260G VEDATUDO,1.0,21.6,21.6
1379,1504,TUBOZAN JOELHO 45 ESGOTO 40,2.0,4.25,8.5
1379,1521,TUBOZAN JOELHO 90 ESGOTO 40,4.0,2.88,11.52
1379,1534,TUBOZAN BUCHA REDUCAO ESGOTO 50 X 40,1.0,4.48,4.48
1379,1637,TUBOZAN LUVA ESGOTO 40,2.0,2.875,5.75
1380,212,BROCA WIDIA P/CONC. 08.00MMX12CM 5/16,1.0,16.9,16.9
1380,214,BUCHA PLAST 08MM C/ ANEL,30.0,0.11,3.3
1380,956,PLUGUE FEMEA 2P 10A CZ - ILUMI,1.0,4.76,4.76
1380,2170,TRENA FITA ACO 8M L500 - LUFKIN,1.0,74.54,74.54
1381,1825,ATLAS PORTA PAPEL HIG METAL POLIDO,3.0,38.82,116.46
1381,1826,ATLAS PORTA TOALHA ARG METAL POLIDO,3.0,28.973,86.92
1381,1417,TORN P/LAVATORIO GIRAT 1/4V 1195 CS33,9.0,113.376,1020.38
1381,767,PARAFUSO PARA VASO BUCHA 08 LATONADO,36.0,2.0208,72.75
1381,768,PARAFUSO PARA VASO BUCHA 10 LATONADO,4.0,2.205,8.82
1381,1541,TUBOZAN ENGATE FLEXIVEL 50,5.0,6.944,34.72
1381,502,ENGATE FLEX PLAST KRONA 50CM,4.0,9.26,37.04
1381,1544,TUBOZAN VALVULA P/PIA,9.0,3.84,34.56
1381,1537,TUBOZAN SIFAO SIMPLES BRANCO,9.0,10.84,97.56
1381,324,LAVATORIO DIAMANTINA 56X46CM BR,9.0,186.212,1675.91
1381,255,COLUNA P/LAV. DIAMANTINA BRANCA,9.0,123.8755556,1114.88
1381,774,"FIO BOBINA 10,0 PRETO",100.0,9.6,960.0
1382,764,AREIA FINA,1.0,93.0,93.0
1382,153,"FERRO 4,2MM 1,3KG 12MT",2.0,15.9,31.8
1383,2152,TORN ABS MAQ DE LAVAR BRANCA CRUZ CIVITT,1.0,43.7,43.7
1384,261,CUBA INOX AVULSA N 3 40X35X11CM S/ POLIM,1.0,130.03,130.03
1384,1659,AMANCO SIFAO EXTENSIVEL BR UNIV,1.0,13.47,13.47
1384,549,VALV AMER ACO INOX 3.1/2 VAP,1.0,23.69,23.69
1385,976,TOMADA SOBREP 20A BR ILUMI BOX - ILUMI,1.0,10.83,10.83
1388,800,ARAME RECOZIDO LISO 18,10.0,21.9,219.0
1388,153,"FERRO 4,2MM 1,3KG 12MT",30.0,15.9,477.0
1389,2299,TELHA ECONOFLEX 1100X5MMX2440,6.0,63.45,380.7
1389,2298,TELHA ECONOFLEX 1100X5MMX1830,24.0,47.5665,1141.6
1389,2301,TELHA ECONOFLEX 1100X6MMX3660,36.0,117.5625,4232.25
1390,2292,PARAFUSO FLANGEADO PHILLIPS ZINC 4.2MM X 13MM,75.0,0.1333,10.0
1391,438,CANTONEIRA MAO FRANC PESAD 50CM THOMPSON,2.0,29.12,58.24
1391,944,PARAF MAD PHIL CHATA CHIP 6;0X60MM % - CISER,4.0,0.94,3.76
1392,263,CUNHA P/NIVELAR PISO 50 PCS,2.0,26.32,52.64
1392,644,ARGAMASSA USICAL - MASSA PRONTA INT E EXT 20KG,5.0,15.074,75.37
1392,635,CAL HIDRATADA CH III 20 KG,2.0,19.9,39.8
1392,722,CIMENTO ITAU 50KG,2.0,45.49,90.98
1392,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,18.0,15.7036,282.66
1392,492,"NIVELADOR DE PISO 2,0MM C/100 GERPLAST",5.0,18.5173,92.59
1392,2047,SILICONE BASE D AGUA BRANCO 305G - KALA,5.0,20.0,100.0
1393,653,REJUNTAMENTO USICAL - CORDA 1KG,25.0,9.686,242.15
1393,911,ESPACADOR NIVELADOR 1;5MM - CORTAG (500 PCS),1.0,144.44,144.44
1393,1988,"PISO 62X62CM 62HDA31 A (2,30MT)",48.3,36.2056,1748.73
1393,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,48.0,17.703,849.74
1393,1986,"PISO 62X62CM 62HDA10 RET A (2,30MT)",165.6,39.8849034,6604.94
1394,157,"FERRO 5MM 1,88KG 12MT",600.0,23.0,13800.0
1394,156,"FERRO 6,3MM 2,94KG 12MT",600.0,30.0,18000.0
1394,152,"FERRO 8MM 4,7KG 12MT",500.0,46.0,23000.0
1394,155,"FERRO 12,5MM 11,5KG 12MT",100.0,115.0,11500.0
1394,810,"FERRO 16MM 18,9KG 12MT",100.0,192.0,19200.0
1394,2275,FERRO VERGALHÃO CA50 20MM,70.0,299.0,20930.0
1394,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",20.0,102.0,2040.0
1394,800,ARAME RECOZIDO LISO 18,200.0,19.0,3800.0
1394,805,PREGO C/CABECA 17X27,200.0,23.0,4600.0
1394,722,CIMENTO ITAU 50KG,500.0,44.8,22400.0
1394,635,CAL HIDRATADA CH III 20 KG,500.0,17.8,8900.0
1394,1802,BAKOF RESERV.POL. 200L C/TPA,1.0,255.0,255.0
1394,2008,ALUMASA CAIXA DE DESCARGA CINZA CLARO,1.0,36.0,36.0
1394,530,KRONA TUBO CAIXA DESCARGA LONGO,1.0,30.0,30.0
1394,1542,TUBOZAN ENGATE FLEXIVEL 60,1.0,10.0,10.0
1394,118,ESPUDE P/VASO SANITARIO PLASTICO BRANCO,1.0,3.88,3.88
1394,2082,"MANGUEIRA PRETA  3/4  X 1,5 MM",100.0,2.1,210.0
1394,1023,TORNEIRA ESFERA 1/2X1/2  - KALA,1.0,24.92,24.92
1394,2155,BROXA RETANGULAR REF 930 180X75MM CONDOR,3.0,9.8,29.4
1394,2308,NEUTROL VEDACIT 18L,2.0,550.0,1100.0
1394,2309,SIKA TOP 200L,1.0,700.0,700.0
1396,267,DISCO DE CORTE INOX 115MMX4.1/2,2.0,3.28,6.56
1396,2294,DISCO DE CORTE INOX 4.1/2 1MM MELFI,1.0,3.39,3.39
1397,349,LUVA LATEX LIGHT AM. TAM 8 (M),2.0,9.125,18.25
1398,39,VAP MARTELO CARPINTEIRO HOBBY 25MM,1.0,35.0,35.0
1400,763,AREIA MEDIA,2.0,76.335,152.67
1400,722,CIMENTO ITAU 50KG,5.0,45.156,225.78
1400,1595,TUBOZAN CURVA 90 CURTA SOLD 20,3.0,4.23,12.69
1400,2312,AMANCO TUBO SOLD 20MM 6M,1.0,41.44,41.44
1400,1055,AMANCO TUBO ESG SN DN 40X6M,2.0,48.135,96.27
1400,1629,TUBOZAN CURVA 90 CURTA ESG 40,3.0,5.957,17.87
1400,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,200.0,1.01245,202.49
1401,566,REGULADOR GAS ALIANCA 505/01 C/MAN 80CM,1.0,60.3,60.3
1401,15,VASSOURA JARDIM PLAST 15D C/CB FAMASTIL,1.0,19.48,19.48
1401,102,"LIXEIRA RED C/PEDAL PLAST 13,5L",1.0,44.07,44.07
1401,1309,NUMERO RESIDENCIAL N2 PRETO 12;5CM - KALA,1.0,12.69,12.69
1401,1308,NUMERO RESIDENCIAL N1 PRETO 12;5CM - KALA,1.0,12.69,12.69
1401,817,"TANQUE JUNIOR 0,60 X 0,53 GRAFITE GRAN",1.0,172.67,172.67
1401,1546,TUBOZAN VALVULA P/LAVAT E TANQUE,1.0,5.22,5.22
1401,1537,TUBOZAN SIFAO SIMPLES BRANCO,1.0,10.85,10.85
1401,631,BUCHA PLAST FIXACAO C/ANEL N. 10,4.0,0.185,0.74
1401,946,PARAF MAD PHIL CHATA CHIP 6;0X80MM % - CISER,4.0,1.288,5.15
1401,438,CANTONEIRA MAO FRANC PESAD 50CM THOMPSON,2.0,28.07,56.14
1404,1092,AMANCO TE SOLD 25MM CB,1.0,3.09,3.09
1404,173,ADAP SOLD  P/REG 25X3/4 CURTO,1.0,1.36,1.36
1404,176,ADESIVO PLAST 17G,1.0,3.1,3.1
1404,1441,REG C/MECANISMO 1/2V 3/4 R16 CSL,1.0,198.0,198.0
1404,1373,AMANCO JOELHO SOLD 90 25MM,5.0,1.1252,5.63
1404,1524,TUBOZAN JOELHO 90 ESGOTO 100,2.0,14.23,28.46
1404,1115,AMANCO JOELHO 45 ESG SN DN50 CB,1.0,10.69,10.69
1404,1163,AMANCO JOELHO 90 ESG SN DN50 CB,3.0,7.9,23.7
1404,1560,TUBOZAN JOELHO 90 SOLD C/BUCHA LATAO 25 X 3/4,2.0,10.883,21.77
1404,795,LUVA AZUL BUCHA DE LATAO 25MMX3/4 KRONA,1.0,12.15,12.15
1405,635,CAL HIDRATADA CH III 20 KG,10.0,19.9,199.0
1407,812,GESCALITE 5L,1.0,50.0,50.0
1407,800,ARAME RECOZIDO LISO 18,1.0,25.12,25.12
1407,245,CHAVE FENDA 1/8X4,1.0,4.56,4.56
1408,631,BUCHA PLAST FIXACAO C/ANEL N. 10,10.0,0.2,2.0
1408,947,PARAF SX R SOBERBA ZINC 1/4 X60MM - CISER,5.0,1.19,5.95
1409,1667,AMANCO JOELHO 45 ESG SN DN100 CB,1.0,21.0,21.0
1410,1650,ELETRODUTO 1,1.0,3.5,3.5
1411,1964,ABRAC RSF INCA 1/2X5/8 (13X16) 9MM,2.0,2.9,5.8
1412,635,CAL HIDRATADA CH III 20 KG,20.0,18.89,377.8
1412,722,CIMENTO ITAU 50KG,35.0,45.49,1592.15
1412,812,GESCALITE 5L,1.0,50.0,50.0
1413,788,KRONA JOELHO AZUL BUCHA LATAO 25MMX1/2,2.0,14.0,28.0
1415,2106,PORTA DURAPLAC 2.10 X 80 C/VERNIZ,1.0,270.0,270.0
1415,1027,"FORTEPLAST FORRO PVC GEM  0,20X8M 8MM BR 1,6 M2",3.2,27.49,87.97
1415,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,1000.0,1.06,1060.0
1415,663,BACIA SANIT. P/CX. ACOPL. PORTO BR,1.0,325.57,325.57
1415,664,CAIXA ACP PORTO 3/6L BR,1.0,325.57,325.57
1415,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,22.0,18.26,401.72
1415,647,REJUNTAMENTO USICAL - CINZA 1KG,12.0,9.69,116.28
1415,1029,PERFIL MEIA CANA PVC 06MT,7.0,40.52,283.64
1415,619,CONJ BR LEV MOD 1 INT S+ 1 TOM 10A 87200,3.0,15.51,46.53
1415,622,CONJ BR LEV MODULAR 1 TOM 10A 3P 87140,13.0,9.78,127.14
1415,14,PLAFON BOCAL PORCELAN E-27 BRANCO FOXLUX,3.0,6.5,19.5
1415,49,AVANT LAMPADA LED 09W BIV,3.0,5.97,17.91
1415,2186,FECHADURA EXTERNA STILO 434 MGM,3.0,58.65,175.95
1415,2187,"DOBRADICA ENC POLIDA 3.1/2"" FP SCHILD",3.0,22.23,66.69
1415,1337,BAKOF RESERV.POL. 500L C/TPA,1.0,320.64,320.64
1415,967,TANQUE PLASTICO 55X47X31 34L BRANCO - ASTRA,1.0,129.46,129.46
1415,1037,"TELHA ONDULADA  FS 1,83 X 1,10 X 5MM",26.0,49.86,1296.36
1415,1863,VITRO BASCULANTE C/G  60X40CM,1.0,130.38,130.38
1415,1816,ANGELIN VISTA P/PORTA DE MADEIRA 7CM,3.0,90.0,270.0
1415,1812,ANGELIN PORTAL PEDRA 14,3.0,251.16,753.48
1416,584,AMANCO TUBO SOLD 50MM 6M,10.0,130.758,1307.58
1416,1058,AMANCO TUBO SOLD PB 25X6M,5.0,27.732,138.66
1416,1174,AMANCO REGISTRO MONOBLOCO SOLD 50MM,1.0,63.23,63.23
1416,380,DOCOL REG  PRESSAO BASE 3/4,2.0,48.16,96.32
1416,1127,AMANCO LUVA SOLD BUCHA LATAO 25MMX3/4 CB,2.0,26.44,52.88
1416,1099,AMANCO ADAPT SOLD CTO 25MMX3/4 CB,2.0,2.77,5.54
1416,1194,AMANCO FITA VEDA ROSCA 18MM X 25M,1.0,11.09,11.09
1417,19,CIVITT TORN ABS PIA 18CM C/AREJ BR CRUZ,1.0,40.0,40.0
1417,1623,TUBOZAN TE SOLD 25,1.0,3.26,3.26
1417,1580,TUBOZAN JOELHO 90 SOLD C/ROSCA 25 X 1/2,1.0,4.06,4.06
1417,176,ADESIVO PLAST 17G,1.0,3.08,3.08
1417,363,NIPLE ROSC 1/2,1.0,1.3,1.3
1417,351,LUVA ROSC 1/2,1.0,2.05,2.05
1417,1193,AMANCO FITA VEDA ROSCA 18MM X 10M,1.0,4.75,4.75
1417,1596,TUBOZAN CURVA 90 CURTA SOLD 25,1.0,6.0,6.0
1418,792,KRONA TE AZUL BUCHA DE LATAO 25MMX3/4,1.0,20.72,20.72
1418,1373,AMANCO JOELHO SOLD 90 25MM,2.0,1.137,2.27
1418,173,ADAP SOLD  P/REG 25X3/4 CURTO,1.0,1.32,1.32
1418,176,ADESIVO PLAST 17G,1.0,3.01,3.01
1418,1620,TUBOZAN REGISTRO PRESSAO SOLD 25 - MARROM,1.0,16.18,16.18
1419,1538,TUBOZAN SIFAO DUPLO BRANCO COM ANEL,1.0,21.5,21.5
1419,481,KRONA VALV LAVAT/PIA LONGA  7/8  PL S/LAD,2.0,6.1,12.2
1419,2013,ASSENTO SANITARIO ROMA BRANCO,1.0,19.9,19.9
1419,831,"TANQUE DUPLO 1,00 X 0,48 BRANCO",1.0,260.23,260.23
1420,221,BUCHA SOLD. RED. 50X25MM LONGA,1.0,8.68,8.68
1421,725,"FIO PARALELO 2 X 2,5MM",5.0,6.0,30.0
1421,956,PLUGUE FEMEA 2P 10A CZ - ILUMI,1.0,4.62,4.62
1421,944,PARAF MAD PHIL CHATA CHIP 6;0X60MM % - CISER,20.0,0.931,18.62
1422,1980,"PORC 80X80 CALACATA ORO POLIDO A (1,93MT)",5.79,102.3,592.32
1422,401,TE SOLD 25MM,3.0,2.26,6.78
1423,2120,CHAVE BIELA. 10MM C/ FURO,1.0,11.5,11.5
1424,761,PEDRISCO N 00,0.5,169.0,84.5
1424,1900,CIVITT TORN ABS PAREDE BR GIR ALAV,1.0,36.9,36.9
1425,1038,"TELHA  ONDULADA  FS 2,44 X 1,10 X 5MM",10.0,59.9,599.0
1425,24,PARAFUSO TELHA CISER C/VED 5/16X110MM,30.0,1.52,45.6
1426,934,PARAF MAD PHIL CHATA CHIP 4;0X30MM % - CISER,65.0,0.2307692,15.0
1427,1799,237 COTURNO ADVENT THOR CAFE 42,1.0,175.0,175.0
1427,331,LINHA PEDREIRO FIO 0.8 100M LARANJA,1.0,19.01,19.01
1427,1198,AMANCO FITA ISOLANTE CX MASTER 19MMX20M,3.0,14.962,44.89
1429,700,TINTA ESM IMOB CINZA PLATINA 900ML,5.0,28.6,143.0
1430,1724,THINNER 900ML  BRASILUX,2.0,15.0,30.0
1431,800,ARAME RECOZIDO LISO 18,20.0,18.988,379.76
1431,1210,AMANCO CAP ESG SN DN100 CB,1.0,28.98,28.98
1431,1202,AMANCO CAP ESG SN DN150 CB,1.0,129.92,129.92
1431,152,"FERRO 8MM 4,7KG 12MT",120.0,43.8721,5264.65
1431,157,"FERRO 5MM 1,88KG 12MT",250.0,20.78676,5196.69
1432,331,LINHA PEDREIRO FIO 0.8 100M LARANJA,2.0,20.0,40.0
1432,2157,"DISCO DE CORTE FERRO 4.1/2""X 1.0MM MELFI",2.0,3.125,6.25
1432,1277,DISCO DIAMANTADO TURBO 110X20MM - KALA,1.0,24.02,24.02
1432,1330,SERRA CIRCULAR 110MMX24DTSX20MM - KALA,1.0,24.23,24.23
1432,525,DISJUNTOR DIN BR BIPOLAR C 20A SOPRANO,12.0,48.21,578.52
1432,544,ESPELHO 4X2 CEGO LIZ,17.0,9.12,155.04
1432,613,CONJ 1 TOMADA 10A LIZ,1.0,13.89,13.89
1432,588,CONJ 1 INT SIMPLES + 1 TOMADA 20A LIZ,2.0,27.2,54.4
1432,616,CONJ 2 INTERRUPTOR SIMPLES LIZ,2.0,28.56,57.12
1432,1085,PAINEL LED EMBUT QUADRADO 18W BIV 1260,1.0,33.8,33.8
1432,7,AVANT LUM PLAFON LED EMBUT QUADRADO 24W,11.0,54.47,599.17
1433,1330,SERRA CIRCULAR 110MMX24DTSX20MM - KALA,1.0,24.5,24.5
1433,2313,THOMPSON ARCO DE SERRA REG CABO AMARELO,1.0,33.0,33.0
1434,1115,AMANCO JOELHO 45 ESG SN DN50 CB,4.0,11.02,44.08
1434,1379,AMANCO BUCHA RED ESGOTO 50X40MM,4.0,4.64,18.56
1434,1651,ELETRODUTO 1 1/2,50.0,4.73,236.5
1434,228,CARRINHO DE MAO 65L MET EXTRAFORTE,1.0,418.6,418.6
1435,1960,KRONA TORN JARDIM PLAST 1/2 3/4 PRETA,1.0,4.38,4.38
1435,26,REGISTRO ESFERA SOLDAVEL 25MM VIQUA,1.0,9.52,9.52
1436,923,LAPIS CARPINTEIRO AZUL - IRWIN,1.0,2.5,2.5
1437,779,"FIO BOBINA 4,0 VERMELHO",15.0,3.8,57.0
1437,322,LAMINA SERRA BIMETAL 300MM STARRETT,1.0,13.0,13.0
1438,152,"FERRO 8MM 4,7KG 12MT",8.0,45.99,367.92
1438,638,ARGAMASSA USICAL - INTERNO - AC I 20KG,3.0,16.434,49.3
1438,1469,CAIXA DE LUZ 4X2 PVC PT MONDIALE,15.0,1.222,18.33
1438,45,ELETRODUTO CORR PRETO 25MM 50M GERPLAST,10.0,2.008,20.08
1438,576,QUADRO ILUMI P/DJ 3/4 EMBUTIR 620664,1.0,29.7,29.7
1438,722,CIMENTO ITAU 50KG,5.0,45.493,227.47
1439,961,PLUGUE T 3 SAIDAS 3P 10A BR - DANEVA,1.0,16.5,16.5
1440,899,CORANTE LIQUIDO AMARELO - CHEMICOLOR,1.0,4.75,4.75
1440,906,CORANTE LIQUIDO VERMELHO - CHEMICOLOR,1.0,4.75,4.75
1440,900,CORANTE LIQUIDO AZUL - CHEMICOLOR,1.0,4.75,4.75
1440,342,LIXA FERRO 60,1.0,3.51,3.51
1440,885,MAXNORTH TINTA ECO BRANCO NEVE 18LT,1.0,117.48,117.48
1440,904,CORANTE LIQUIDO PRETO - CHEMICOLOR,1.0,4.76,4.76
1441,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,1000.0,1.03,1030.0
1441,635,CAL HIDRATADA CH III 20 KG,5.0,19.9,99.5
1442,2007,ALUMASA CAIXA DE DESCARGA BRANCA,1.0,25.9,25.9
1442,266,DISCO DE CORTE FINO 178MMX1.6X22.2MM,2.0,14.5,29.0
1443,508,DISCO DIAMANTADO 110MM PORCELANAT MELFI,1.0,23.55,23.55
1444,1395,THOMPSON BROCA SDS PLUS 6MMX160MM,1.0,17.02,17.02
1444,1217,BITS PH2 1/4X50MM PONTA DUPLA - COLLINS,1.0,6.98,6.98
1445,1094,AMANCO LUVA SIMP ESG SN DN100 CB,2.0,10.15,20.3
1445,1178,AMANCO ADESIVO PLAST BISN PL 75G,1.0,7.42,7.42
1445,1666,AMANCO ANEL ORING ESG SBR DN100 DUR 40,8.0,3.285,26.28
1446,986,ADESIVO PU40 400GR CINZA WORKER,1.0,32.73,32.73
1446,175,ADES INST SUPER BOND 3G ORIGINAL,1.0,8.27,8.27
1447,271,DISCO DIAM/TURBO 110X20MM 14.000RPM PORC,1.0,45.0,45.0
1448,722,CIMENTO ITAU 50KG,1.0,46.9,46.9
1449,1531,TUBOZAN REDUCAO EXCENTRICA ESGOTO 75 X 50,1.0,19.09,19.09
1450,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",3.0,119.9,359.7
1452,317,KRONA JOELHO SOLD 90X25MM,2.0,1.45,2.9
1453,584,AMANCO TUBO SOLD 50MM 6M,1.0,137.64,137.64
1454,641,ARGAMASSA USICAL - PORCELANATO INTERNO 20KG,3.0,33.9,101.7
1454,662,REJUNTAMENTO PORCELANATO USICAL - CORDA 1KG,1.0,13.9,13.9
1454,2038,LIXA FERRO GR220 225X275 - WORKER,1.0,3.25,3.25
1454,606,SPRAY USE 400ML ALTA TEMPERAT ALUMINIO,1.0,22.24,22.24
1456,313,KRONA JOELHO ESG 90X40MM,1.0,2.2,2.2
1457,1084,PAINEL LED EMBUT QUADRADO12W BIV 720,8.0,32.9,263.2
1457,773,"FIO BOBINA 10,0 AZUL",300.0,9.6,2880.0
1457,1058,AMANCO TUBO SOLD PB 25X6M,1.0,28.59,28.59
1458,630,BUCHA PLAST FIXACAO C/ANEL N. 06,50.0,0.06,3.0
1459,1730,EUCATEX VERNIZ COPAL BRILHANTE TRANSP  900ML,1.0,33.0,33.0
1460,2030,LIXA D AGUA GR150 225X275 - WORKER,1.0,1.8,1.8
1462,1335,"TRELICA TG8L 6/4,2/4,2MM 12M",15.0,109.87,1648.05
1462,154,"FERRO 10MM 7,4KG 12MT",6.0,66.882,401.29
1462,1334,"TRELICA TG12L  6/5/4,2MM 12M",12.0,189.9475,2279.37
1462,800,ARAME RECOZIDO LISO 18,8.0,21.894,175.15
1462,152,"FERRO 8MM 4,7KG 12MT",34.0,46.4874,1580.57
1462,805,PREGO C/CABECA 17X27,4.0,23.8925,95.57
1463,343,LONA PRETA 4X110 20KG.,8.0,1.312,10.5
1464,725,"FIO PARALELO 2 X 2,5MM",2.0,6.0,12.0
1464,617,CONJ 2 TOMADA 10A LIZ,1.0,23.45,23.45
1469,636,CAL PINTURA 8 KG,1.0,14.96,14.96
1470,2295,"DISCO DE CORTE INOX 7"" MELFI",8.0,9.5,76.0
1471,2012,MANG NIVEL CRISTAL 1/2 X1.50 50M,2.0,4.375,8.75
1472,2157,"DISCO DE CORTE FERRO 4.1/2""X 1.0MM MELFI",5.0,3.15,15.75
1472,760,TIJOLO 8 FUROS 9 X 17 X 17 CM,2000.0,1.03,2060.0
1473,1330,SERRA CIRCULAR 110MMX24DTSX20MM - KALA,1.0,24.8,24.8
1474,2013,ASSENTO SANITARIO ROMA BRANCO,1.0,19.9,19.9
1475,2007,ALUMASA CAIXA DE DESCARGA BRANCA,1.0,25.9,25.9
1476,1733,"BETONEIRA 400L 2,0CV 4P MON. TRACO",1.0,5897.45,5897.45
1476,271,DISCO DIAM/TURBO 110X20MM 14.000RPM PORC,5.0,46.15,230.75
1476,498,THOMPSON TRENA DE ACO EMBOR 19MM 5M,2.0,18.98,37.96
1476,800,ARAME RECOZIDO LISO 18,3.0,26.89,80.67
1476,2294,DISCO DE CORTE INOX 4.1/2 1MM MELFI,20.0,4.498,89.96
1476,2149,TALHADEIRA 20X250MM SDS PLUS BESTFER,1.0,46.88,46.88
1476,2088,PONTEIRO 14X250MM SDS PLUS BESTFER,2.0,39.885,79.77
1476,2161,"ALICATE CORTE DIAG 6"" 1000V - WORKER",1.0,26.89,26.89
1476,1330,SERRA CIRCULAR 110MMX24DTSX20MM - KALA,3.0,26.89,80.67
1476,2315,THOMPSON PRUMO ACO MACICO 5 500GR,2.0,34.88,69.76
1476,2202,VEDALIT 1L,4.0,24.33,97.32
1476,722,CIMENTO ITAU 50KG,25.0,48.979,1224.48
1476,1403,TRELICA LEVE 6M (5.0MM X 3.4MM X 3.4MM),30.0,58.8745,1766.24
1476,961,PLUGUE T 3 SAIDAS 3P 10A BR - DANEVA,1.0,16.99,16.99
1476,431,CADEADO PADO LT - 40MM,1.0,34.29,34.29
1476,430,CADEADO PADO LT - 35MM,1.0,30.09,30.09
1476,5,MANG TRAN SIL VERD 1/2X2MM 200M FAMASTIL,30.0,5.54,166.2
1476,723,"BOBINA CABO P.P 2 X 2,5",20.0,7.28,145.6
1476,859,"MARTELETE PERF/ROMP MPV620 2,8J 220V VD",1.0,870.0,870.0
1477,176,ADESIVO PLAST 17G,1.0,3.1,3.1
1478,547,DUREPOXI 50G,1.0,8.6,8.6
1479,1285,EXTENSAO ELETRICA PL 2X0;75MM 3M PR - LIEGE*,1.0,24.0,24.0
1479,2092,SILICONE ACETICO MULTIUSO CARTUCHO,1.0,30.02,30.02
1480,2206,MASSA TAPA FURO SUPER 340G,1.0,40.0,40.0
1480,267,DISCO DE CORTE INOX 115MMX4.1/2,5.0,3.2,16.0
1480,99,ATLAS FITA ISOLANTE 10M,1.0,5.8,5.8
1480,108,ROLO DE PINTURA MONARCA DE LA SINT 22MM,2.0,36.075,72.15
1481,882,MAXNORTH TINTA ECO BRANCO GELO 18LT,2.0,119.9,239.8
1481,1082,PAINEL LED SOBREP QUADRADO 12W BIV 720,10.0,33.0,330.0
